  -7.389	   2.756	  75.328
   9.464	  35.204	  36.428
   5.090	  43.416	  81.554
  28.073	  -1.660	  46.678
  21.571	  16.003	  76.220
 -10.708	  22.156	  54.260
  26.547	  23.181	  52.064
   6.857	   5.358	  55.905
 -10.183	  26.530	  82.707
   2.247	  40.641	  59.152
   5.664	  22.832	  64.977
   7.980	  16.783	  39.582
  18.496	  36.046	  64.901
   5.500	  -0.614	  39.702
 -19.961	  14.142	  66.329
  12.048	  27.927	  81.705
   8.998	  28.742	  50.576
  -6.212	  10.028	  62.324
   3.997	  11.960	  76.435
  -2.663	  33.148	  72.227
 -11.659	  40.947	  62.758
  29.271	  10.918	  58.469
  -4.033	  28.840	  44.103
  20.676	  29.148	  40.358
  15.693	  -4.840	  45.943
  16.222	  17.587	  60.872
