   1.315	  29.244	  90.529
  21.882	  78.530	  75.066
  42.298	  40.959	  68.808
   7.856	  46.536	  62.960
  32.127	  20.680	  90.006
   5.551	  61.676	  94.359
  25.332	  41.678	 102.993
  30.968	  57.103	  83.472
  19.679	  37.367	  79.309
  27.660	  56.085	  61.355
   2.271	  65.753	  69.230
  -5.920	  52.370	  80.836
  14.663	  18.942	  93.121
   0.678	  38.427	  75.515
  15.653	  54.724	  78.908
  26.941	  39.742	  65.870
  22.951	  69.805	  87.592
   8.935	  47.664	  90.063
  13.456	  34.092	  98.590
  29.273	  66.708	  70.703
  30.281	  39.135	  88.245
  14.512	  59.565	  64.305
  22.019	  23.752	  80.766
   6.259	  68.105	  82.212
   9.278	  30.089	  78.039
  34.194	  51.023	  70.198
