  67.447	  11.249	  12.714
  24.492	 -16.547	  36.412
  29.332	  24.625	  22.541
  61.062	 -17.953	  34.145
  38.308	  -4.266	   3.359
  43.613	   3.940	  41.297
  43.079	  20.690	  -3.270
  50.234	 -23.587	  12.940
  65.815	   3.422	  35.676
  49.484	   2.844	  21.646
  46.472	  29.990	  13.844
  42.693	 -20.206	  40.829
  32.111	 -22.055	  20.026
  30.821	  -0.672	  28.478
  26.625	   8.628	  10.110
  44.955	  18.542	  29.786
  63.116	 -11.431	  18.338
  47.589	   8.929	   6.481
  56.763	  -5.677	  45.067
  47.994	 -29.231	  27.285
  32.050	  25.126	   6.749
  44.289	 -10.848	  22.232
  57.076	  15.957	  21.793
  34.749	  -8.920	  42.800
  32.944	  12.162	  -2.252
  55.366	  -6.771	  29.843
