 -17.142	  20.968	  26.354
  21.742	   7.350	  70.545
 -12.558	 -15.040	  52.785
 -11.695	  21.879	  66.842
  11.901	   2.452	  34.425
 -27.075	   7.826	  48.789
 -13.767	  -2.119	  16.401
   8.130	  22.612	  49.290
  -2.252	  -0.057	  70.855
 -34.531	   5.215	  29.397
  -8.432	   4.121	  37.893
   1.968	  10.740	  18.643
  17.874	   4.262	  52.473
 -20.052	   2.321	  65.524
   3.187	  -5.166	  48.402
   1.058	  15.551	  78.255
  -5.964	  10.222	  54.985
   0.453	  20.664	  33.741
  25.055	  18.701	  52.101
 -18.216	  19.646	  42.309
  14.993	  21.832	  70.441
  -9.099	 -11.960	  37.573
 -11.962	  14.948	  12.973
   2.390	  21.340	  62.453
  10.630	  -0.073	  64.982
 -22.828	  16.597	  58.764
