target,grid_id,grid_x,grid_y,grid_z
mk01,1,-17.142,20.968,26.354
mk01,2,21.742,7.350,70.545
mk01,3,-12.558,-15.040,52.785
mk01,4,-11.695,21.879,66.842
mk01,5,11.901,2.452,34.425
mk01,6,-27.075,7.826,48.789
mk01,7,-13.767,-2.119,16.401
mk01,8,8.130,22.612,49.290
mk01,9,-2.252,-0.057,70.855
mk01,10,-34.531,5.215,29.397
mk01,11,-8.432,4.121,37.893
mk01,12,1.968,10.740,18.643
mk01,13,17.874,4.262,52.473
mk01,14,-20.052,2.321,65.524
mk01,15,3.187,-5.166,48.402
mk01,16,1.058,15.551,78.255
mk01,17,-5.964,10.222,54.985
mk01,18,0.453,20.664,33.741
mk01,19,25.055,18.701,52.101
mk01,20,-18.216,19.646,42.309
mk01,21,14.993,21.832,70.441
mk01,22,-9.099,-11.960,37.573
mk01,23,-11.962,14.948,12.973
mk01,24,2.390,21.340,62.453
mk01,25,10.630,-0.073,64.982
mk01,26,-22.828,16.597,58.764
