target,grid_id,grid_x,grid_y,grid_z
hdac2,1,35.502,21.740,-8.057
hdac2,2,118.024,40.112,-48.585
hdac2,3,49.891,25.896,-78.013
hdac2,4,83.192,20.732,24.730
hdac2,5,75.929,53.047,-20.410
hdac2,6,70.326,-2.406,-37.058
hdac2,7,23.187,14.639,-47.535
hdac2,8,42.213,49.333,-42.535
hdac2,9,80.948,43.727,-60.885
hdac2,10,55.371,47.717,12.506
hdac2,11,96.560,19.708,-22.363
hdac2,12,109.687,56.083,-16.594
hdac2,13,60.548,4.671,9.188
hdac2,14,60.738,26.158,-33.080
hdac2,15,74.010,28.692,-2.838
hdac2,16,45.309,4.716,-59.462
hdac2,17,24.354,33.686,-29.636
hdac2,18,86.498,23.220,-45.426
hdac2,19,58.600,7.200,-16.533
hdac2,20,97.035,50.568,-39.973
hdac2,21,50.445,24.903,18.348
hdac2,22,37.520,31.988,-57.969
hdac2,23,55.533,44.917,-13.207
hdac2,24,66.869,15.551,-54.222
hdac2,25,102.137,33.588,-63.325
hdac2,26,35.554,38.017,8.065
