  48.208	  10.052	  66.780
  62.079	  67.698	  14.361
  17.897	  44.235	  37.389
  57.264	  59.099	  65.675
  53.672	  25.656	  28.539
  76.376	  47.215	  41.960
  31.639	  61.567	  14.829
  62.196	  79.403	  44.636
  29.326	  50.044	  63.565
  46.707	  53.203	  39.466
  23.993	  71.527	  39.638
  34.831	  24.462	  48.095
  67.898	  34.147	  63.348
  46.539	  43.327	   8.973
  68.440	  46.343	  20.345
  47.380	  35.383	  69.182
  39.610	  66.479	  54.362
  34.148	  32.353	  27.752
  51.755	  35.044	  47.098
  50.569	  72.443	  29.314
  64.826	  64.069	  36.206
  31.347	  30.538	  64.590
  61.694	  48.538	  51.337
  26.041	  44.998	  19.780
  49.902	  18.107	  51.600
  64.054	  37.428	  34.261
