  34.643	  -8.077	  18.760
  57.783	 -68.330	  83.624
 101.974	 -24.238	 -21.178
  -6.423	 -45.311	  62.696
  30.094	 -58.559	 -26.435
  85.615	 -21.304	  49.645
  53.585	 -55.789	  30.608
  51.940	 -14.180	 -26.852
  33.507	 -16.594	  64.609
  81.804	  -1.807	   9.423
  18.060	 -76.809	  48.232
   7.979	 -34.109	  -0.211
  20.609	 -52.915	  94.209
  70.148	 -50.777	 -30.932
  86.014	 -58.510	  57.357
  18.273	 -36.234	  36.498
  73.730	 -38.069	   3.707
  36.263	  10.404	 -10.712
  40.785	 -44.711	   1.924
  62.278	 -33.079	  69.749
  31.823	 -48.933	  63.825
  56.442	  -7.065	  43.856
  19.898	 -14.968	 -26.348
  61.010	 -76.887	  52.598
  79.914	  -4.824	 -20.760
  93.287	 -27.588	  21.007
