target,grid_id,grid_x,grid_y,grid_z
mk10,1,47.991,10.746,63.384
mk10,2,37.197,30.428,-5.368
mk10,3,41.825,-7.795,19.385
mk10,4,38.615,40.352,33.428
mk10,5,21.295,15.924,26.694
mk10,6,55.043,19.201,16.895
mk10,7,39.121,-6.140,45.532
mk10,8,63.192,16.160,41.157
mk10,9,49.190,8.328,-7.222
mk10,10,31.712,17.746,48.025
mk10,11,37.744,-9.829,-3.034
mk10,12,33.905,9.118,8.054
mk10,13,38.493,37.987,13.593
mk10,14,39.701,7.952,32.119
mk10,15,57.039,34.535,32.631
mk10,16,42.784,31.741,54.969
mk10,17,53.791,32.770,3.356
mk10,18,24.661,-0.305,22.490
mk10,19,47.912,11.323,46.836
mk10,20,35.732,23.666,28.198
mk10,21,51.150,1.900,10.557
mk10,22,29.017,23.955,11.460
mk10,23,52.782,1.144,35.915
mk10,24,44.290,24.404,41.185
mk10,25,44.168,18.173,3.112
mk10,26,40.568,18.283,16.199
