target,grid_id,grid_x,grid_y,grid_z
akt2,1,42.167,-5.375,2.223
akt2,2,20.321,-96.751,2.999
akt2,3,-15.391,-32.284,10.454
akt2,4,27.435,-50.370,-17.880
akt2,5,1.923,1.987,-3.446
akt2,6,18.886,-60.501,19.591
akt2,7,15.308,-13.055,27.188
akt2,8,45.771,-77.956,-9.856
akt2,9,-1.544,-69.047,-6.028
akt2,10,1.580,-25.524,-18.406
akt2,11,26.568,-32.500,6.700
akt2,12,22.562,-77.235,-26.473
akt2,13,50.553,-42.431,-3.521
akt2,14,5.688,-45.534,-0.602
akt2,15,22.520,-13.776,-10.496
akt2,16,4.004,-18.297,7.880
akt2,17,38.689,-49.864,16.291
akt2,18,20.366,-65.758,-2.313
akt2,19,-14.758,-10.690,1.605
akt2,20,36.668,-18.827,18.833
akt2,21,25.669,-1.128,13.845
akt2,22,50.003,-22.197,-5.683
akt2,23,41.349,-60.497,-0.932
akt2,24,36.806,-33.620,-14.992
akt2,25,26.978,-77.003,11.628
akt2,26,8.070,-79.853,5.980
