   5.968	  28.822	  38.723
  16.044	   1.453	   2.803
 -17.213	  21.788	   8.368
  -8.181	  -5.457	  37.148
  14.954	   5.993	  29.995
   5.397	  30.025	  13.967
 -11.008	   0.203	   8.306
 -18.222	  10.636	  27.718
   9.348	  19.505	  -1.477
  -0.582	  11.835	  41.735
  22.525	  13.366	  14.726
  -0.936	  16.216	  22.426
 -12.802	  26.459	  31.917
 -12.352	  33.724	  17.645
  -5.671	   0.574	  22.709
  14.603	  25.110	  25.193
  -2.598	  12.359	   3.576
 -13.977	   7.313	  42.077
  10.277	   8.134	  17.036
 -15.476	  20.990	  20.916
  15.952	  22.576	   9.684
  22.611	   1.884	  18.424
  -3.453	  28.238	   6.329
   6.194	  16.329	   9.978
 -10.553	   9.072	  15.671
   1.161	   3.362	  31.546
