  10.214	  11.766	   7.228
  37.296	 -20.964	  37.638
  19.400	  18.425	  41.222
  39.835	   3.479	  17.942
  16.809	 -14.811	   4.726
  14.992	  -4.354	  28.569
   5.306	  30.348	  25.010
  37.484	   1.821	  45.172
  33.084	  15.789	  -1.303
  21.797	  14.769	  22.001
  29.882	  -2.391	   2.824
  30.667	 -12.841	  23.638
  -0.037	  14.349	  22.459
  34.030	  10.645	  31.824
  47.189	  -0.725	  33.030
  13.899	  -1.627	  -2.200
   9.504	  -1.016	  14.969
  22.823	 -18.294	  35.943
  24.023	  -1.924	  42.414
  24.005	   1.440	  17.840
  22.042	  19.873	   8.875
   8.317	  10.097	  32.942
  19.810	  16.402	  -4.555
   9.589	  22.130	  15.853
  34.371	  -2.415	  33.635
  33.693	  14.158	  11.209
