  25.671	  18.738	  46.858
  43.835	  47.068	   1.595
  42.998	  54.971	  43.443
  11.744	   2.629	  14.589
  11.333	  42.733	  15.473
  57.432	  24.697	  31.665
  42.009	  -3.908	  31.712
  37.983	  17.105	   7.207
  34.319	  35.846	  26.450
  30.027	  60.747	  16.964
   4.104	  22.359	  36.237
  56.895	  47.054	  23.959
  14.410	  -1.847	  35.602
  42.232	  31.962	  45.853
  19.498	  21.928	  21.574
  20.928	  38.278	  41.963
  44.350	  11.037	  45.097
  56.920	  33.030	   2.351
  29.688	   1.082	  52.503
  26.970	  36.689	   7.043
  34.015	  11.322	  27.134
  10.857	  12.461	  54.031
  28.749	  52.830	  34.059
  47.699	  27.940	  15.801
  50.371	  10.763	  25.184
  45.395	  58.217	  27.331
