  -0.393	  -2.396	   4.281
  12.884	 -55.804	  41.576
   7.316	   3.440	  59.438
  20.156	 -47.352	  -9.200
  31.604	 -12.699	  27.716
  -1.518	 -27.395	  28.659
  -5.345	  17.997	  30.459
  39.151	 -36.207	  10.594
  29.663	  12.519	  42.432
  -0.637	 -52.789	   9.003
  22.424	  10.093	  15.862
  16.232	 -26.813	  10.602
  22.395	 -33.322	  37.940
   5.415	  -3.944	  30.894
   1.975	  21.146	   9.739
  -2.462	 -37.842	  47.951
  22.933	  -9.601	  47.050
  21.928	 -50.622	  23.202
  -0.766	 -47.342	  28.097
  21.558	  -7.149	   6.520
  13.730	  15.654	  30.805
  26.552	 -27.494	  -3.899
  15.519	 -43.791	   8.771
   5.144	  14.351	  45.297
  11.082	 -37.684	  23.534
  12.087	 -21.420	  34.432
