  -9.198	  -3.709	  26.055
   0.978	  11.765	  53.177
  21.127	   2.401	  31.239
   4.543	  14.159	   8.360
  11.002	 -11.795	  14.919
   0.879	  20.939	  30.398
   2.365	  -8.372	  43.400
 -12.290	   8.679	  39.719
 -11.168	   5.313	  11.499
   6.390	   4.728	  21.352
   2.913	   7.086	  38.297
   3.456	 -12.347	  28.205
  -9.925	  -9.562	  12.372
 -15.066	   9.620	  24.229
   5.359	  -3.128	   6.158
  15.196	 -10.169	  34.572
  12.875	  18.134	  35.128
 -13.211	  -6.305	  37.707
  -4.148	  12.147	  19.161
  10.975	  -1.533	  45.648
   1.376	  -1.508	  29.935
  -0.841	  -9.017	  18.502
   5.654	  16.512	  20.154
  -0.464	   1.938	  49.566
  16.462	   7.483	  23.491
  14.605	   8.196	  37.319
