   5.221	 -21.818	  61.148
  29.690	  16.181	 -23.207
 -14.859	   6.424	  12.282
  22.168	  29.735	  18.588
  21.570	 -10.169	   7.277
  -9.825	 -25.710	  28.405
   4.910	   9.975	  44.546
  47.084	   2.404	  -2.486
  22.431	 -30.153	  38.338
   5.695	   4.895	 -11.575
  -1.300	  34.590	   9.401
  22.982	  -2.931	  32.090
  26.395	  13.232	   1.540
   1.214	  -5.995	  25.143
 -12.066	 -11.046	  44.683
   6.914	  14.019	  16.342
  10.000	  27.094	  -7.384
  28.889	  -4.813	 -11.666
  18.099	  -8.957	  51.207
   4.299	 -14.010	  -4.075
  -6.254	 -17.491	  11.440
   4.513	 -32.064	  38.278
 -19.178	 -10.634	  27.298
   8.052	 -22.080	  22.536
  -9.355	   7.012	  28.074
   4.168	  -7.254	  41.525
