  33.810	  13.096	  13.620
   6.128	  -4.149	  36.800
   2.829	   8.437	   7.006
  32.257	  10.226	  44.774
   7.100	  24.973	  28.624
  31.044	  -6.478	  29.420
  47.751	  13.842	  30.211
  16.650	  24.391	   7.940
  16.519	   6.472	  21.956
  11.726	  12.039	  45.967
  30.319	  27.196	  26.456
  -1.332	   9.208	  29.284
  16.609	  -8.846	  26.499
  16.008	   7.771	   1.997
  17.932	   4.505	  36.167
  39.699	   2.865	  34.210
   6.075	  20.492	  15.869
  28.490	   9.315	  26.782
  24.749	  19.501	  35.481
  29.998	   3.183	   6.647
  36.003	  25.997	  15.728
  11.186	  14.246	  34.255
   3.398	   3.396	  17.772
  36.077	   0.117	  21.389
  38.494	  19.893	  28.009
  21.781	  10.889	  13.655
