  18.621	  29.535	  88.021
   1.524	  23.347	  29.381
  35.765	  14.837	  51.411
  -9.787	  20.615	  64.577
  15.359	   4.007	  71.082
  15.469	  39.027	  48.714
   8.809	  11.268	  50.304
  20.935	  24.556	  64.496
  27.028	  26.694	  35.349
  -6.097	  27.108	  47.714
   4.576	  25.772	  74.759
  32.551	  33.374	  50.154
  32.432	  26.530	  76.580
  25.735	   6.692	  59.946
  15.407	  16.621	  36.507
  15.351	  38.695	  66.980
  -0.803	   9.770	  70.481
  13.135	  16.347	  82.903
   5.454	  35.752	  36.895
  15.833	  25.229	  49.775
   4.782	  18.873	  61.034
  24.335	  11.193	  45.566
  26.334	  14.846	  75.869
  22.506	  37.383	  77.889
  18.109	  39.117	  35.977
   5.407	  34.422	  55.482
