target,grid_id,grid_x,grid_y,grid_z
pgh1,1,63.417,40.610,14.295
pgh1,2,3.339,74.309,43.389
pgh1,3,-0.643,37.173,1.982
pgh1,4,29.514,82.728,-3.353
pgh1,5,26.081,37.837,34.087
pgh1,6,33.865,42.032,-14.723
pgh1,7,43.891,67.446,24.324
pgh1,8,1.218,75.806,10.786
pgh1,9,23.852,94.162,23.807
pgh1,10,20.437,54.251,10.829
pgh1,11,42.486,22.990,18.320
pgh1,12,51.858,57.408,-2.749
pgh1,13,6.655,54.600,29.765
pgh1,14,23.044,62.544,-16.366
pgh1,15,25.906,76.016,38.295
pgh1,16,20.965,24.750,13.328
pgh1,17,4.405,60.170,-3.553
pgh1,18,42.866,45.443,23.285
pgh1,19,4.790,34.860,22.924
pgh1,20,44.682,39.247,2.983
pgh1,21,24.131,72.359,17.940
pgh1,22,18.422,38.783,-2.260
pgh1,23,19.389,53.063,43.383
pgh1,24,39.683,87.357,11.541
pgh1,25,35.066,61.907,2.471
pgh1,26,12.598,87.565,0.136
